分析时间,代码,名称,所属板块,当前涨跌幅(%),流通市值(亿),失败原因,最近涨停日,综合评分,filter_stock是否通过,分钟条件是否通过,分钟失败原因
2026-07-23 03:45:07,601113,华鼎股份,化学纤维,2.43,37.21,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600072,中船科技,风电设备,2.55,91.43,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,000960,锡业股份,小金属,2.51,538.06,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,002734,利民股份,农化制品,2.41,57.2,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600375,汉马科技,商用车,2.41,56.02,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600955,维远股份,化学原料,2.4,65.61,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600967,内蒙一机,地面兵装Ⅱ,2.49,181.92,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,003027,同兴科技,环境治理,2.38,15.32,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,001283,豪鹏科技,电池,2.38,42.3,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603778,国晟科技,光伏设备,2.37,55.61,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002210,飞马国际,环境治理,2.36,57.62,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002733,雄韬股份,电池,2.35,67.5,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000737,北方铜业,工业金属,2.34,258.26,"板块均值 3.46%, 个股涨幅 2.34%",,,否,,
2026-07-23 03:45:07,000951,中国重汽,商用车,2.46,263.02,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,000962,东方钽业,小金属,2.44,258.23,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,000629,钒钛股份,冶钢原料,2.31,288.0,"板块均值 2.66%, 个股涨幅 2.31%",,,否,,
2026-07-23 03:45:07,002513,蓝丰生化,农化制品,2.31,12.8,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000701,厦门信达,贸易Ⅱ,2.3,29.65,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601969,海南矿业,冶钢原料,2.3,175.55,"板块均值 2.66%, 个股涨幅 2.30%",,,否,,
2026-07-23 03:45:07,600596,新安股份,农化制品,2.43,136.44,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,600497,驰宏锌锗,工业金属,2.29,472.79,"板块均值 3.46%, 个股涨幅 2.29%",,,否,,
2026-07-23 03:45:07,000758,中色股份,工业金属,2.28,115.4,"板块均值 3.46%, 个股涨幅 2.28%",,,否,,
2026-07-23 03:45:07,002772,众兴菌业,种植业,2.25,35.49,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603360,百傲化学,农化制品,2.17,86.58,"板块均值 2.21%, 个股涨幅 2.17%",,,否,,
2026-07-23 03:45:07,603628,清源股份,光伏设备,2.17,24.31,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002496,辉丰股份,农化制品,2.16,22.33,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002996,顺博合金,工业金属,2.16,28.24,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002064,华峰化学,化学纤维,2.63,561.06,周线未呈多头排列,,,否,,
2026-07-23 03:45:07,002441,众业达,电网设备,2.15,30.33,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000709,河钢股份,普钢,2.43,218.08,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,001217,华尔泰,化学原料,2.14,28.19,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603113,金能科技,化学原料,2.13,36.65,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000757,浩物股份,汽车服务,2.13,17.85,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600761,安徽合力,工程机械,2.42,154.45,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,600096,云天化,农化制品,2.09,550.91,"板块均值 2.21%, 个股涨幅 2.09%",,,否,,
2026-07-23 03:45:07,603817,海峡环保,环境治理,2.07,30.9,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000932,华菱钢铁,普钢,2.39,264.51,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,600108,亚盛集团,种植业,2.07,57.63,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002978,安宁股份,小金属,2.34,98.63,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,002169,智光电气,电网设备,2.06,82.62,"板块均值 3.96%, 个股涨幅 2.06%",,,否,,
2026-07-23 03:45:07,000425,徐工机械,工程机械,2.05,806.45,"板块均值 2.22%, 个股涨幅 2.05%",,,否,,
2026-07-23 03:45:07,600207,安彩高科,光伏设备,2.05,43.46,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000157,中联重科,工程机械,2.05,528.1,"板块均值 2.22%, 个股涨幅 2.05%",,,否,,
2026-07-23 03:45:07,600111,北方稀土,小金属,2.33,1447.11,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,002427,尤夫股份,化学纤维,2.04,39.38,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600333,长春燃气,燃气Ⅱ,2.04,33.5,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002678,珠江钢琴,文娱用品,2.04,54.3,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,605376,博迁新材,能源金属,2.03,387.09,"板块均值 5.53%, 个股涨幅 2.03%",,,否,,
2026-07-23 03:45:07,002150,正泰电源,光伏设备,2.02,79.48,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,003022,联泓新科,光伏设备,2.3,249.54,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,600438,通威股份,光伏设备,2.16,510.08,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,603396,金辰股份,光伏设备,2.01,30.97,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000519,中兵红箭,地面兵装Ⅱ,2.01,190.92,"板块均值 2.36%, 个股涨幅 2.01%",,,否,,
2026-07-23 03:45:07,003017,大洋生物,化学原料,2.01,16.45,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002110,三钢闽光,普钢,2.01,73.84,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600885,宏发股份,电网设备,1.98,526.03,"板块均值 3.96%, 个股涨幅 1.98%",,,否,,
2026-07-23 03:45:07,002182,宝武镁业,小金属,2.09,97.37,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,600361,创新新材,工业金属,1.97,135.5,"板块均值 3.46%, 个股涨幅 1.97%",,,否,,
2026-07-23 03:45:07,601126,四方股份,电网设备,1.96,359.98,"板块均值 3.96%, 个股涨幅 1.96%",,,否,,
2026-07-23 03:45:07,002155,湖南黄金,贵金属,1.96,366.57,"板块均值 3.25%, 个股涨幅 1.96%",,,否,,
2026-07-23 03:45:07,603395,红四方,农化制品,1.95,14.61,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002506,协鑫集成,光伏设备,2.07,143.77,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,600653,申华控股,汽车服务,1.92,30.95,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601877,正泰电器,电网设备,1.91,538.32,"板块均值 3.96%, 个股涨幅 1.91%",,,否,,
2026-07-23 03:45:07,601677,明泰铝业,工业金属,1.91,205.76,"板块均值 3.46%, 个股涨幅 1.91%",,,否,,
2026-07-23 03:45:07,600768,宁波富邦,工业金属,1.91,17.09,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002058,威尔泰,电池,1.89,21.57,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002519,银河电子,地面兵装Ⅱ,1.87,54.87,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002588,史丹利,农化制品,1.87,74.7,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601958,金钼股份,小金属,1.87,704.37,"板块均值 2.06%, 个股涨幅 1.87%",,,否,,
2026-07-23 03:45:07,600710,苏美达,贸易Ⅱ,1.87,142.04,"板块均值 2.35%, 个股涨幅 1.87%",,,否,,
2026-07-23 03:45:07,000898,鞍钢股份,普钢,2.02,160.74,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,000717,中南股份,普钢,1.86,53.08,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603686,福龙马,环境治理,1.85,50.31,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002145,钛能化学,化学原料,1.85,167.48,"板块均值 2.74%, 个股涨幅 1.85%",,,否,,
2026-07-23 03:45:07,601003,柳钢股份,普钢,2.02,90.72,均线未呈多头排列,,,否,,
2026-07-23 03:45:07,601330,绿色动力,环境治理,1.84,71.21,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600117,西宁特钢,特钢Ⅱ,1.83,72.26,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600961,株冶集团,工业金属,1.83,179.76,"板块均值 3.46%, 个股涨幅 1.83%",,,否,,
2026-07-23 03:45:07,002538,ST司特,农化制品,1.82,52.37,ST股,,,否,,
2026-07-23 03:45:07,000049,德赛电池,电池,1.81,92.9,"板块均值 2.57%, 个股涨幅 1.81%",,,否,,
2026-07-23 03:45:07,600392,盛和资源,小金属,1.81,375.1,"板块均值 2.06%, 个股涨幅 1.81%",,,否,,
2026-07-23 03:45:07,600435,北方导航,地面兵装Ⅱ,1.81,153.5,"板块均值 2.36%, 个股涨幅 1.81%",,,否,,
2026-07-23 03:45:07,000868,安凯客车,商用车,1.8,31.85,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600871,石化油服,油服工程,1.78,310.23,"板块均值 4.99%, 个股涨幅 1.78%",,,否,,
2026-07-23 03:45:07,600569,安阳钢铁,普钢,1.78,49.41,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002097,山河智能,工程机械,1.77,73.9,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601609,金田股份,工业金属,1.77,169.23,"板块均值 3.46%, 个股涨幅 1.77%",,,否,,
2026-07-23 03:45:07,600339,中油工程,油服工程,1.76,193.18,"板块均值 4.99%, 个股涨幅 1.76%",,,否,,
2026-07-23 03:45:07,600808,马钢股份,普钢,1.98,153.97,均线未向上倾斜,,,否,,
2026-07-23 03:45:07,000060,中金岭南,工业金属,1.75,283.34,"板块均值 3.46%, 个股涨幅 1.75%",,,否,,
2026-07-23 03:45:07,002075,沙钢股份,特钢Ⅱ,1.74,77.0,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002312,川发龙蟒,农化制品,1.73,155.23,"板块均值 2.21%, 个股涨幅 1.73%",,,否,,
2026-07-23 03:45:07,600303,曙光股份,商用车,1.72,15.99,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600531,豫光金铅,工业金属,1.72,143.42,"板块均值 3.46%, 个股涨幅 1.72%",,,否,,
2026-07-23 03:45:07,002857,三晖电气,电网设备,1.71,18.31,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600058,五矿发展,贸易Ⅱ,1.7,89.61,"板块均值 2.35%, 个股涨幅 1.70%",,,否,,
2026-07-23 03:45:07,605166,聚合顺,化学纤维,1.7,24.45,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601808,中海油服,油服工程,1.7,372.72,"板块均值 4.99%, 个股涨幅 1.70%",,,否,,
2026-07-23 03:45:07,600803,新奥股份,燃气Ⅱ,1.7,533.87,"板块均值 2.18%, 个股涨幅 1.70%",,,否,,
2026-07-23 03:45:07,000955,欣龙控股,纺织制造,1.69,19.43,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601311,骆驼股份,电池,1.69,91.97,"板块均值 2.57%, 个股涨幅 1.69%",,,否,,
2026-07-23 03:45:07,002988,豪美新材,工业金属,1.69,48.21,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002706,良信股份,电网设备,1.69,82.48,"板块均值 3.96%, 个股涨幅 1.69%",,,否,,
2026-07-23 03:45:07,002041,登海种业,种植业,1.67,75.06,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002090,金智科技,电网设备,1.67,33.93,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000959,首钢股份,普钢,2.14,284.65,周线未呈多头排列,,,否,,
2026-07-23 03:45:07,600386,北巴传媒,汽车服务,1.66,24.76,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,001299,美能能源,燃气Ⅱ,1.65,26.11,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600406,国电南瑞,电网设备,1.64,1933.17,"板块均值 3.96%, 个股涨幅 1.64%",,,否,,
2026-07-23 03:45:07,000525,红太阳,农化制品,1.64,48.14,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601222,林洋能源,电网设备,1.64,114.1,"板块均值 3.96%, 个股涨幅 1.64%",,,否,,
2026-07-23 03:45:07,603299,苏盐井神,化学原料,1.63,73.06,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603393,新天然气,燃气Ⅱ,1.62,108.78,"板块均值 2.18%, 个股涨幅 1.62%",,,否,,
2026-07-23 03:45:07,002487,大金重工,风电设备,1.62,237.98,"板块均值 1.80%, 个股涨幅 1.62%",,,否,,
2026-07-23 03:45:07,002170,芭田股份,农化制品,1.62,88.68,"板块均值 2.21%, 个股涨幅 1.62%",,,否,,
2026-07-23 03:45:07,002391,长青股份,农化制品,1.61,23.44,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002295,精艺股份,工业金属,1.61,18.93,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600371,万向德农,种植业,1.6,18.55,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600623,华谊集团,化学原料,1.6,155.15,"板块均值 2.74%, 个股涨幅 1.60%",,,否,,
2026-07-23 03:45:07,003039,顺控发展,环境治理,1.58,71.32,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,605080,浙江自然,文娱用品,1.58,27.89,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603055,台华新材,纺织制造,1.58,74.07,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603381,永臻股份,光伏设备,1.57,19.36,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603810,丰山集团,农化制品,1.57,17.11,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002942,新农股份,农化制品,1.56,18.94,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600426,华鲁恒升,农化制品,1.54,596.38,"板块均值 2.21%, 个股涨幅 1.54%",,,否,,
2026-07-23 03:45:07,002378,章源钨业,小金属,1.54,275.48,"板块均值 2.06%, 个股涨幅 1.54%",,,否,,
2026-07-23 03:45:07,600006,东风股份,商用车,1.53,106.2,"板块均值 2.15%, 个股涨幅 1.53%",,,否,,
2026-07-23 03:45:07,603599,广信股份,农化制品,1.52,97.03,"板块均值 2.21%, 个股涨幅 1.52%",,,否,,
2026-07-23 03:45:07,605305,中际联合,工程机械,1.52,83.95,"板块均值 2.22%, 个股涨幅 1.52%",,,否,,
2026-07-23 03:45:07,000782,恒申新材,化学纤维,1.51,32.01,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600278,东方创业,贸易Ⅱ,1.51,52.23,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603611,诺力股份,工程机械,1.51,41.68,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601952,苏垦农发,种植业,1.5,111.62,"板块均值 1.80%, 个股涨幅 1.50%",,,否,,
2026-07-23 03:45:07,002149,西部材料,小金属,1.49,159.08,"板块均值 2.06%, 个股涨幅 1.49%",,,否,,
2026-07-23 03:45:07,000422,湖北宜化,农化制品,1.49,136.68,"板块均值 2.21%, 个股涨幅 1.49%",,,否,,
2026-07-23 03:45:07,600681,百川能源,燃气Ⅱ,1.49,45.69,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002274,华昌化工,化学原料,1.49,51.11,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000009,中国宝安,电池,1.48,159.46,"板块均值 2.57%, 个股涨幅 1.48%",,,否,,
2026-07-23 03:45:07,600241,时代万恒,电池,1.48,18.22,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,003038,鑫铂股份,工业金属,1.47,15.84,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,605378,野马电池,电池,1.47,32.41,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603032,德新科技,电池,1.44,39.24,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600782,新钢股份,普钢,1.43,89.02,"板块均值 1.74%, 个股涨幅 1.43%",,,否,,
2026-07-23 03:45:07,603382,海阳科技,化学纤维,1.43,18.79,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,001312,福恩股份,纺织制造,1.42,9.79,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603332,苏州龙杰,化学纤维,1.42,21.61,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600547,山东黄金,贵金属,1.42,1004.45,"板块均值 3.25%, 个股涨幅 1.42%",,,否,,
2026-07-23 03:45:07,600307,酒钢宏兴,普钢,1.41,90.19,"板块均值 1.74%, 个股涨幅 1.41%",,,否,,
2026-07-23 03:45:07,600746,江苏索普,化学原料,1.4,76.38,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603194,中力股份,工程机械,1.4,52.8,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000809,和展能源,风电设备,1.4,23.84,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603053,成都燃气,燃气Ⅱ,1.39,78.04,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603218,XD日月股,风电设备,1.39,97.75,"板块均值 1.80%, 个股涨幅 1.39%",,,否,,
2026-07-23 03:45:07,603086,先达股份,农化制品,1.38,22.35,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603092,德力佳,风电设备,1.38,16.27,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600981,苏豪汇鸿,贸易Ⅱ,1.38,49.56,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600935,华塑股份,化学原料,1.36,78.57,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603689,皖天然气,燃气Ⅱ,1.36,39.1,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002999,天禾股份,农化制品,1.35,18.07,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002895,川恒股份,农化制品,1.34,203.37,"板块均值 2.21%, 个股涨幅 1.34%",,,否,,
2026-07-23 03:45:07,002601,龙佰集团,化学原料,1.33,332.72,"板块均值 2.74%, 个股涨幅 1.33%",,,否,,
2026-07-23 03:45:07,000576,甘化科工,地面兵装Ⅱ,1.3,27.11,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603080,新疆火炬,燃气Ⅱ,1.3,25.37,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002237,恒邦股份,贵金属,1.3,158.46,"板块均值 3.25%, 个股涨幅 1.30%",,,否,,
2026-07-23 03:45:07,600448,华纺股份,纺织制造,1.28,14.99,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600883,博闻科技,种植业,1.27,15.09,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600359,新农开发,种植业,1.27,21.25,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000545,金浦钛业,化学原料,1.26,23.75,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002386,天原股份,化学原料,1.26,73.14,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002125,湘潭电化,电池,1.25,76.24,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601139,深圳燃气,燃气Ⅱ,1.25,186.7,"板块均值 2.18%, 个股涨幅 1.25%",,,否,,
2026-07-23 03:45:07,002203,海亮股份,工业金属,1.25,411.68,"板块均值 3.46%, 个股涨幅 1.25%",,,否,,
2026-07-23 03:45:07,600869,远东股份,电网设备,1.25,342.67,"板块均值 3.96%, 个股涨幅 1.25%",,,否,,
2026-07-23 03:45:07,605033,美邦股份,农化制品,1.24,22.05,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600987,航民股份,纺织制造,1.24,66.66,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600335,国机汽车,汽车服务,1.22,73.93,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600184,光电股份,地面兵装Ⅱ,1.2,97.96,"板块均值 2.36%, 个股涨幅 1.20%",,,否,,
2026-07-23 03:45:07,603706,东方环宇,燃气Ⅱ,1.2,35.07,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,605368,蓝天燃气,燃气Ⅱ,1.2,48.24,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000707,双环科技,化学原料,1.2,23.24,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601686,友发集团,普钢,1.18,76.19,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000695,滨海能源,电池,1.17,28.79,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002206,海 利 得,化学纤维,1.17,54.86,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000510,新金路,化学原料,1.16,94.87,"板块均值 2.74%, 个股涨幅 1.16%",,,否,,
2026-07-23 03:45:07,001239,永达股份,工程机械,1.16,12.9,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603298,杭叉集团,工程机械,1.15,355.88,"板块均值 2.22%, 个股涨幅 1.15%",,,否,,
2026-07-23 03:45:07,001300,三柏硕,文娱用品,1.15,23.62,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603177,德创环保,环境治理,1.14,16.25,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603063,禾望电气,风电设备,1.12,138.16,"板块均值 1.80%, 个股涨幅 1.12%",,,否,,
2026-07-23 03:45:07,600367,红星发展,化学原料,1.12,98.43,"板块均值 2.74%, 个股涨幅 1.12%",,,否,,
2026-07-23 03:45:07,000825,太钢不锈,特钢Ⅱ,1.12,205.06,"板块均值 2.63%, 个股涨幅 1.12%",,,否,,
2026-07-23 03:45:07,002749,国光股份,农化制品,1.11,44.58,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601568,北元化工,化学原料,1.11,144.19,"板块均值 2.74%, 个股涨幅 1.11%",,,否,,
2026-07-23 03:45:07,600128,苏豪弘业,贸易Ⅱ,1.11,17.96,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002267,陕天然气,燃气Ⅱ,1.11,80.74,"板块均值 2.18%, 个股涨幅 1.11%",,,否,,
2026-07-23 03:45:07,600461,洪城环境,环境治理,1.09,118.91,"板块均值 1.57%, 个股涨幅 1.09%",,,否,,
2026-07-23 03:45:07,600456,宝钛股份,小金属,1.09,132.92,"板块均值 2.06%, 个股涨幅 1.09%",,,否,,
2026-07-23 03:45:07,000713,国投丰乐,种植业,1.08,34.63,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,601567,三星电气,电网设备,1.07,212.19,"板块均值 3.96%, 个股涨幅 1.07%",,,否,,
2026-07-23 03:45:07,002091,江苏国泰,贸易Ⅱ,1.07,121.46,"板块均值 2.35%, 个股涨幅 1.07%",,,否,,
2026-07-23 03:45:07,000831,中国稀土,小金属,1.05,529.34,"板块均值 2.06%, 个股涨幅 1.05%",,,否,,
2026-07-23 03:45:07,601121,宝地矿业,冶钢原料,1.05,54.0,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600008,首创环保,环境治理,1.04,213.61,"板块均值 1.57%, 个股涨幅 1.04%",,,否,,
2026-07-23 03:45:07,000850,华茂股份,纺织制造,1.03,37.07,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002258,利尔化学,农化制品,1.02,111.24,"板块均值 2.21%, 个股涨幅 1.02%",,,否,,
2026-07-23 03:45:07,000957,中通客车,商用车,1.02,58.82,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603806,福斯特,光伏设备,1.01,366.27,"板块均值 1.34%, 个股涨幅 1.01%",,,否,,
2026-07-23 03:45:07,002171,楚江新材,工业金属,1.0,146.53,"板块均值 3.46%, 个股涨幅 1.00%",,,否,,
2026-07-23 03:45:07,600459,贵研铂业,小金属,0.99,139.48,"板块均值 2.06%, 个股涨幅 0.99%",,,否,,
2026-07-23 03:45:07,600527,江南高纤,纺织制造,0.98,35.67,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600328,中盐化工,化学原料,0.97,91.94,"板块均值 2.74%, 个股涨幅 0.97%",,,否,,
2026-07-23 03:45:07,003042,中农联合,农化制品,0.97,14.15,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000544,中原环保,环境治理,0.97,71.25,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002098,浔兴股份,纺织制造,0.97,22.27,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002428,云南锗业,小金属,0.96,495.78,"板块均值 2.06%, 个股涨幅 0.96%",,,否,,
2026-07-23 03:45:07,002748,世龙实业,化学原料,0.96,22.8,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,002074,国轩高科,电池,0.96,491.32,"板块均值 2.57%, 个股涨幅 0.96%",,,否,,
2026-07-23 03:45:07,600295,鄂尔多斯,冶钢原料,0.95,251.49,"板块均值 2.66%, 个股涨幅 0.95%",,,否,,
2026-07-23 03:45:07,000885,城发环境,环境治理,0.95,81.48,"板块均值 1.57%, 个股涨幅 0.95%",,,否,,
2026-07-23 03:45:07,603238,诺邦股份,纺织制造,0.94,19.1,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600537,*ST亿晶,光伏设备,0.93,25.57,ST股,,,否,,
2026-07-23 03:45:07,603759,海天股份,环境治理,0.9,31.21,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600635,大众公用,燃气Ⅱ,0.89,109.33,"板块均值 2.18%, 个股涨幅 0.89%",,,否,,
2026-07-23 03:45:07,601069,西部黄金,贵金属,0.88,214.43,"板块均值 3.25%, 个股涨幅 0.88%",,,否,,
2026-07-23 03:45:07,600884,杉杉股份,电池,0.88,231.96,"板块均值 2.57%, 个股涨幅 0.88%",,,否,,
2026-07-23 03:45:07,603185,弘元绿能,光伏设备,0.87,94.32,"板块均值 1.34%, 个股涨幅 0.87%",,,否,,
2026-07-23 03:45:07,000998,隆平高科,种植业,0.85,109.23,"板块均值 1.80%, 个股涨幅 0.85%",,,否,,
2026-07-23 03:45:07,603077,和邦生物,农化制品,0.85,210.19,"板块均值 2.21%, 个股涨幅 0.85%",,,否,,
2026-07-23 03:45:07,601865,福莱特,光伏设备,0.84,182.88,"板块均值 1.34%, 个股涨幅 0.84%",,,否,,
2026-07-23 03:45:07,000685,中山公用,环境治理,0.84,134.88,"板块均值 1.57%, 个股涨幅 0.84%",,,否,,
2026-07-23 03:45:07,601005,重庆钢铁,普钢,0.84,99.76,"板块均值 1.74%, 个股涨幅 0.84%",,,否,,
2026-07-23 03:45:07,002103,广博股份,文娱用品,0.84,23.37,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,600917,重庆燃气,燃气Ⅱ,0.83,75.55,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,603556,海兴电力,电网设备,0.83,112.86,"板块均值 3.96%, 个股涨幅 0.83%",,,否,,
2026-07-23 03:45:07,603970,中农立华,农化制品,0.82,26.45,流通市值不足 80 亿,,,否,,
2026-07-23 03:45:07,000683,博源化工,化学原料,0.81,206.88,"板块均值 2.74%, 个股涨幅 0.81%",,,否,,
2026-07-23 03:45:07,600486,扬农化工,农化制品,0.8,228.93,"板块均值 2.21%, 个股涨幅 0.80%",,,否,,
